,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
201027,Europe,Slovakia,Vegetables,Offline,M,7/18/2012,944120252,7/29/2012,5018,154.06,90.93,773073.08,456286.74,316786.34
201375,Europe,Slovakia,Clothes,Online,C,9/5/2016,403412663,10/21/2016,7627,109.28,35.84,833478.56,273351.68,560126.88
201847,Europe,Slovakia,Cosmetics,Offline,C,12/30/2010,429103505,1/24/2011,118,437.2,263.33,51589.6,31072.94,20516.66
202284,Europe,Slovakia,Cereal,Online,H,3/25/2015,492112243,4/22/2015,5803,205.7,117.11,1193677.1,679589.33,514087.77
202492,Europe,Slovakia,Cosmetics,Offline,H,12/25/2010,662929046,1/17/2011,4291,437.2,263.33,1876025.2,1129949.03,746076.17
202614,Europe,Slovakia,Cosmetics,Offline,C,3/26/2012,287853229,4/19/2012,1022,437.2,263.33,446818.4,269123.26,177695.14
202628,Europe,Slovakia,Beverages,Online,H,5/17/2012,915343368,5/23/2012,9298,47.45,31.79,441190.1,295583.42,145606.68
202904,Europe,Slovakia,Baby Food,Offline,M,10/29/2014,310499656,11/10/2014,2603,255.28,159.42,664493.84,414970.26,249523.58
203148,Europe,Slovakia,Household,Online,C,1/5/2017,854152953,1/5/2017,1695,668.27,502.54,1132717.65,851805.3,280912.35
203615,Europe,Slovakia,Snacks,Online,C,1/9/2014,871952092,2/26/2014,8856,152.58,97.44,1351248.48,862928.64,488319.84
203811,Europe,Slovakia,Snacks,Online,M,12/13/2011,523440015,1/19/2012,6387,152.58,97.44,974528.46,622349.28,352179.18
203849,Europe,Slovakia,Office Supplies,Online,C,1/29/2016,879111230,2/21/2016,7404,651.21,524.96,4821558.84,3886803.84,934755.0
203912,Europe,Slovakia,Office Supplies,Online,H,12/2/2014,692157828,12/31/2014,3738,651.21,524.96,2434222.98,1962300.48,471922.5
203947,Europe,Slovakia,Household,Online,H,1/22/2014,407922208,1/22/2014,2101,668.27,502.54,1404035.27,1055836.54,348198.73
204218,Europe,Slovakia,Fruits,Offline,C,1/26/2015,776389491,3/10/2015,9758,9.33,6.92,91042.14,67525.36,23516.78
204593,Europe,Slovakia,Vegetables,Online,M,12/17/2015,418224465,1/20/2016,768,154.06,90.93,118318.08,69834.24,48483.84
204728,Europe,Slovakia,Snacks,Offline,C,6/20/2016,132425010,7/14/2016,6358,152.58,97.44,970103.64,619523.52,350580.12
204779,Europe,Slovakia,Cereal,Online,L,3/28/2011,541873013,4/20/2011,1121,205.7,117.11,230589.7,131280.31,99309.39
204994,Europe,Slovakia,Household,Online,L,7/19/2015,736182963,8/15/2015,1753,668.27,502.54,1171477.31,880952.62,290524.69
205277,Europe,Slovakia,Cosmetics,Offline,H,3/1/2016,554528748,3/27/2016,6234,437.2,263.33,2725504.8,1641599.22,1083905.58
205331,Europe,Slovakia,Clothes,Offline,L,2/22/2011,775459516,2/22/2011,4558,109.28,35.84,498098.24,163358.72,334739.52
205390,Europe,Slovakia,Vegetables,Offline,L,9/4/2013,698724734,9/5/2013,7031,154.06,90.93,1083195.86,639328.83,443867.03
205684,Europe,Slovakia,Vegetables,Offline,H,6/12/2016,778446853,6/21/2016,8577,154.06,90.93,1321372.62,779906.61,541466.01
205925,Europe,Slovakia,Meat,Offline,L,12/31/2010,782223832,1/7/2011,6270,421.89,364.69,2645250.3,2286606.3,358644.0
206190,Europe,Slovakia,Personal Care,Offline,L,8/14/2015,863862979,9/14/2015,5107,81.73,56.67,417395.11,289413.69,127981.42
206193,Europe,Slovakia,Beverages,Offline,M,11/6/2016,916372048,11/21/2016,3708,47.45,31.79,175944.6,117877.32,58067.28
206308,Europe,Slovakia,Household,Offline,L,4/10/2017,955155074,4/11/2017,467,668.27,502.54,312082.09,234686.18,77395.91
206472,Europe,Slovakia,Cosmetics,Offline,C,11/14/2013,390912711,12/26/2013,8613,437.2,263.33,3765603.6,2268061.29,1497542.31
206771,Europe,Slovakia,Beverages,Online,H,8/15/2012,262796247,9/18/2012,6104,47.45,31.79,289634.8,194046.16,95588.64
207444,Europe,Slovakia,Clothes,Offline,C,6/13/2016,144192397,7/4/2016,8589,109.28,35.84,938605.92,307829.76,630776.16
207572,Europe,Slovakia,Office Supplies,Offline,M,5/2/2017,110848891,6/1/2017,1505,651.21,524.96,980071.05,790064.8,190006.25
207582,Europe,Slovakia,Personal Care,Offline,M,6/17/2017,115851962,7/7/2017,2025,81.73,56.67,165503.25,114756.75,50746.5
207607,Europe,Slovakia,Cereal,Online,M,2/15/2014,269856679,3/30/2014,5443,205.7,117.11,1119625.1,637429.73,482195.37
207754,Europe,Slovakia,Clothes,Offline,L,8/2/2015,712648189,9/4/2015,7290,109.28,35.84,796651.2,261273.6,535377.6
207776,Europe,Slovakia,Household,Offline,M,5/8/2016,571538245,6/12/2016,9722,668.27,502.54,6496920.94,4885693.88,1611227.06
208138,Europe,Slovakia,Snacks,Offline,C,1/20/2013,658320796,1/21/2013,608,152.58,97.44,92768.64,59243.52,33525.12
208152,Europe,Slovakia,Cosmetics,Online,M,10/31/2010,666072165,12/1/2010,4410,437.2,263.33,1928052.0,1161285.3,766766.7
208302,Europe,Slovakia,Baby Food,Offline,M,6/18/2015,160765445,7/12/2015,2923,255.28,159.42,746183.44,465984.66,280198.78
208622,Europe,Slovakia,Household,Online,H,4/17/2011,550258243,5/30/2011,2497,668.27,502.54,1668670.19,1254842.38,413827.81
208795,Europe,Slovakia,Office Supplies,Online,C,12/1/2015,722893369,1/5/2016,9067,651.21,524.96,5904521.07,4759812.32,1144708.75
208835,Europe,Slovakia,Fruits,Online,H,11/16/2013,525596082,12/8/2013,4415,9.33,6.92,41191.95,30551.8,10640.15
208897,Europe,Slovakia,Cosmetics,Offline,C,1/23/2013,333499276,2/26/2013,8702,437.2,263.33,3804514.4,2291497.66,1513016.74
209032,Europe,Slovakia,Beverages,Online,L,10/27/2012,989667594,10/31/2012,3489,47.45,31.79,165553.05,110915.31,54637.74
209309,Europe,Slovakia,Snacks,Online,M,4/27/2016,357626283,5/30/2016,8419,152.58,97.44,1284571.02,820347.36,464223.66
209411,Europe,Slovakia,Vegetables,Offline,L,6/20/2014,680530774,7/25/2014,3034,154.06,90.93,467418.04,275881.62,191536.42
209489,Europe,Slovakia,Cereal,Online,C,1/11/2010,240149819,2/26/2010,4523,205.7,117.11,930381.1,529688.53,400692.57
209723,Europe,Slovakia,Beverages,Online,C,6/20/2011,297900998,7/31/2011,4380,47.45,31.79,207831.0,139240.2,68590.8
209815,Europe,Slovakia,Meat,Online,L,2/19/2014,167093312,3/17/2014,5479,421.89,364.69,2311535.31,1998136.51,313398.8
210209,Europe,Slovakia,Clothes,Offline,H,4/4/2014,540605294,5/19/2014,5975,109.28,35.84,652948.0,214144.0,438804.0
210217,Europe,Slovakia,Cosmetics,Online,C,2/18/2014,713972985,4/3/2014,9327,437.2,263.33,4077764.4,2456078.91,1621685.49
210378,Europe,Slovakia,Snacks,Online,H,12/31/2010,913286006,2/8/2011,479,152.58,97.44,73085.82,46673.76,26412.06
210402,Europe,Slovakia,Clothes,Online,M,11/4/2015,813650310,12/8/2015,6063,109.28,35.84,662564.64,217297.92,445266.72
210572,Europe,Slovakia,Personal Care,Online,M,2/8/2012,917104613,3/1/2012,490,81.73,56.67,40047.7,27768.3,12279.4
210588,Europe,Slovakia,Household,Offline,C,2/9/2014,237936675,3/10/2014,9604,668.27,502.54,6418065.08,4826394.16,1591670.92
211146,Europe,Slovakia,Baby Food,Offline,L,7/6/2013,804631221,8/1/2013,7114,255.28,159.42,1816061.92,1134113.88,681948.04
211256,Europe,Slovakia,Snacks,Online,H,9/27/2015,337374961,11/16/2015,5603,152.58,97.44,854905.74,545956.32,308949.42
211914,Europe,Slovakia,Cereal,Offline,M,1/10/2016,695976436,1/22/2016,3748,205.7,117.11,770963.6,438928.28,332035.32
212005,Europe,Slovakia,Cosmetics,Offline,C,12/7/2016,326044023,12/13/2016,2527,437.2,263.33,1104804.4,665434.91,439369.49
212067,Europe,Slovakia,Cosmetics,Online,C,3/10/2014,766045606,4/2/2014,8773,437.2,263.33,3835555.6,2310194.09,1525361.51
212377,Europe,Slovakia,Baby Food,Online,C,4/5/2015,333894097,4/8/2015,5538,255.28,159.42,1413740.64,882867.96,530872.68
212442,Europe,Slovakia,Office Supplies,Offline,M,11/27/2010,531627833,12/18/2010,9345,651.21,524.96,6085557.45,4905751.2,1179806.25
212461,Europe,Slovakia,Meat,Offline,H,10/26/2016,130902802,11/24/2016,5903,421.89,364.69,2490416.67,2152765.07,337651.6
212473,Europe,Slovakia,Baby Food,Offline,L,11/2/2011,415673577,12/2/2011,5904,255.28,159.42,1507173.12,941215.68,565957.44
213169,Europe,Slovakia,Vegetables,Offline,C,3/25/2012,791045510,4/25/2012,6800,154.06,90.93,1047608.0,618324.0,429284.0
213250,Europe,Slovakia,Baby Food,Online,M,3/9/2017,292362773,4/6/2017,5496,255.28,159.42,1403018.88,876172.32,526846.56
213724,Europe,Slovakia,Meat,Offline,H,4/1/2014,778052031,5/12/2014,1741,421.89,364.69,734510.49,634925.29,99585.2
214122,Europe,Slovakia,Baby Food,Offline,H,9/27/2015,250000178,10/25/2015,9463,255.28,159.42,2415714.64,1508591.46,907123.18
214241,Europe,Slovakia,Office Supplies,Offline,L,1/7/2012,297999703,1/15/2012,3589,651.21,524.96,2337192.69,1884081.44,453111.25
214288,Europe,Slovakia,Household,Offline,C,1/6/2013,769230353,1/23/2013,1210,668.27,502.54,808606.7,608073.4,200533.3
214302,Europe,Slovakia,Household,Online,C,9/4/2011,743638217,9/9/2011,7929,668.27,502.54,5298712.83,3984639.66,1314073.17
214315,Europe,Slovakia,Vegetables,Offline,L,7/24/2011,679559171,8/1/2011,5515,154.06,90.93,849640.9,501478.95,348161.95
214371,Europe,Slovakia,Meat,Offline,C,7/20/2016,485784375,8/15/2016,3247,421.89,364.69,1369876.83,1184148.43,185728.4
214422,Europe,Slovakia,Personal Care,Online,L,11/23/2014,985059344,12/26/2014,9805,81.73,56.67,801362.65,555649.35,245713.3
214439,Europe,Slovakia,Personal Care,Offline,M,12/11/2014,815073812,12/23/2014,7308,81.73,56.67,597282.84,414144.36,183138.48
214788,Europe,Slovakia,Cosmetics,Online,C,4/18/2010,475835311,5/14/2010,9097,437.2,263.33,3977208.4,2395513.01,1581695.39
215341,Europe,Slovakia,Baby Food,Online,M,5/26/2013,478427827,6/11/2013,6281,255.28,159.42,1603413.68,1001317.02,602096.66
215346,Europe,Slovakia,Snacks,Offline,C,7/10/2016,184497630,7/13/2016,5804,152.58,97.44,885574.32,565541.76,320032.56
216646,Europe,Slovakia,Baby Food,Online,L,11/28/2016,203128039,12/22/2016,8956,255.28,159.42,2286287.68,1427765.52,858522.16
217192,Europe,Slovakia,Clothes,Online,M,1/5/2010,120855033,1/16/2010,2545,109.28,35.84,278117.6,91212.8,186904.8
217292,Europe,Slovakia,Household,Offline,L,9/11/2012,172039306,10/16/2012,9108,668.27,502.54,6086603.16,4577134.32,1509468.84
217358,Europe,Slovakia,Personal Care,Offline,H,8/24/2016,736380374,9/5/2016,172,81.73,56.67,14057.56,9747.24,4310.32
218278,Europe,Slovakia,Clothes,Offline,C,1/13/2013,670088183,3/3/2013,2839,109.28,35.84,310245.92,101749.76,208496.16
218332,Europe,Slovakia,Fruits,Online,C,3/12/2016,308935821,4/12/2016,9829,9.33,6.92,91704.57,68016.68,23687.89
218422,Europe,Slovakia,Cereal,Online,L,6/2/2017,773641192,6/5/2017,6476,205.7,117.11,1332113.2,758404.36,573708.84
218733,Europe,Slovakia,Cosmetics,Offline,L,9/23/2010,783985078,10/16/2010,7461,437.2,263.33,3261949.2,1964705.13,1297244.07
218792,Europe,Slovakia,Vegetables,Offline,M,4/22/2010,832576835,4/28/2010,6842,154.06,90.93,1054078.52,622143.06,431935.46
218927,Europe,Slovakia,Vegetables,Online,L,2/20/2015,594636571,3/16/2015,5030,154.06,90.93,774921.8,457377.9,317543.9
219009,Europe,Slovakia,Meat,Online,L,7/31/2011,580417001,9/9/2011,7144,421.89,364.69,3013982.16,2605345.36,408636.8
219056,Europe,Slovakia,Fruits,Online,L,1/30/2011,235583198,2/8/2011,3158,9.33,6.92,29464.14,21853.36,7610.78
219154,Europe,Slovakia,Fruits,Online,L,5/1/2015,877391612,6/14/2015,8530,9.33,6.92,79584.9,59027.6,20557.3
219224,Europe,Slovakia,Household,Offline,L,10/12/2016,372874534,11/6/2016,715,668.27,502.54,477813.05,359316.1,118496.95
219365,Europe,Slovakia,Clothes,Offline,M,5/19/2013,664944779,5/24/2013,792,109.28,35.84,86549.76,28385.28,58164.48
219525,Europe,Slovakia,Cereal,Offline,L,3/11/2012,989329850,3/28/2012,3543,205.7,117.11,728795.1,414920.73,313874.37
219708,Europe,Slovakia,Household,Offline,M,2/27/2011,629008758,3/23/2011,6524,668.27,502.54,4359793.48,3278570.96,1081222.52
219751,Europe,Slovakia,Cereal,Online,C,12/27/2011,940400350,2/11/2012,4216,205.7,117.11,867231.2,493735.76,373495.44
219843,Europe,Slovakia,Office Supplies,Offline,C,10/24/2011,249070203,11/30/2011,4263,651.21,524.96,2776108.23,2237904.48,538203.75
220147,Europe,Slovakia,Clothes,Online,M,10/6/2012,802911603,11/21/2012,8241,109.28,35.84,900576.48,295357.44,605219.04
220332,Europe,Slovakia,Baby Food,Offline,C,10/14/2010,332865417,11/28/2010,1129,255.28,159.42,288211.12,179985.18,108225.94
220562,Europe,Slovakia,Snacks,Offline,M,4/19/2014,739128673,4/19/2014,3454,152.58,97.44,527011.32,336557.76,190453.56
220621,Europe,Slovakia,Snacks,Online,M,7/6/2012,246025788,8/21/2012,3353,152.58,97.44,511600.74,326716.32,184884.42
220865,Europe,Slovakia,Meat,Online,M,8/18/2016,157580697,9/18/2016,485,421.89,364.69,204616.65,176874.65,27742.0
221004,Europe,Slovakia,Personal Care,Online,M,1/10/2014,653515136,2/25/2014,8506,81.73,56.67,695195.38,482035.02,213160.36
221098,Europe,Slovakia,Office Supplies,Offline,M,2/11/2014,856802546,3/5/2014,5768,651.21,524.96,3756179.28,3027969.28,728210.0
221209,Europe,Slovakia,Office Supplies,Online,H,9/10/2015,685731256,9/20/2015,1972,651.21,524.96,1284186.12,1035221.12,248965.0
221292,Europe,Slovakia,Cosmetics,Offline,L,8/15/2014,174195373,9/4/2014,7137,437.2,263.33,3120296.4,1879386.21,1240910.19
221503,Europe,Slovakia,Office Supplies,Offline,M,7/17/2016,129042851,9/1/2016,5502,651.21,524.96,3582957.42,2888329.92,694627.5
221504,Europe,Slovakia,Office Supplies,Online,L,10/3/2011,874939429,10/9/2011,2875,651.21,524.96,1872228.75,1509260.0,362968.75
221560,Europe,Slovakia,Cosmetics,Online,C,5/19/2014,961425864,6/10/2014,6133,437.2,263.33,2681347.6,1615002.89,1066344.71
221654,Europe,Slovakia,Office Supplies,Offline,C,6/7/2017,670877826,7/14/2017,6512,651.21,524.96,4240679.52,3418539.52,822140.0
221833,Europe,Slovakia,Baby Food,Offline,C,12/19/2016,477258813,12/23/2016,343,255.28,159.42,87561.04,54681.06,32879.98
221894,Europe,Slovakia,Fruits,Online,L,7/9/2010,512997424,7/9/2010,6193,9.33,6.92,57780.69,42855.56,14925.13
221918,Europe,Slovakia,Personal Care,Offline,M,9/7/2011,375129306,10/4/2011,7953,81.73,56.67,649998.69,450696.51,199302.18
222035,Europe,Slovakia,Office Supplies,Online,H,2/23/2015,951378095,2/27/2015,2775,651.21,524.96,1807107.75,1456764.0,350343.75
222084,Europe,Slovakia,Office Supplies,Online,C,1/28/2012,572130477,3/7/2012,4977,651.21,524.96,3241072.17,2612725.92,628346.25
222289,Europe,Slovakia,Snacks,Offline,L,2/25/2017,625330483,4/10/2017,8041,152.58,97.44,1226895.78,783515.04,443380.74
222329,Europe,Slovakia,Beverages,Online,H,10/7/2013,683575189,11/2/2013,3944,47.45,31.79,187142.8,125379.76,61763.04
222485,Europe,Slovakia,Clothes,Offline,M,10/8/2010,126195847,11/17/2010,3010,109.28,35.84,328932.8,107878.4,221054.4
222537,Europe,Slovakia,Snacks,Online,C,11/13/2010,598849999,12/9/2010,1877,152.58,97.44,286392.66,182894.88,103497.78
222549,Europe,Slovakia,Cereal,Offline,H,10/23/2011,795949876,10/27/2011,8111,205.7,117.11,1668432.7,949879.21,718553.49
222904,Europe,Slovakia,Office Supplies,Online,C,11/27/2012,839834678,1/16/2013,4599,651.21,524.96,2994914.79,2414291.04,580623.75
223015,Europe,Slovakia,Household,Online,L,8/11/2013,333597981,8/12/2013,7911,668.27,502.54,5286683.97,3975593.94,1311090.03
223193,Europe,Slovakia,Cereal,Online,M,4/2/2015,702403008,5/3/2015,5514,205.7,117.11,1134229.8,645744.54,488485.26
223290,Europe,Slovakia,Clothes,Online,H,4/20/2017,487503993,4/26/2017,2120,109.28,35.84,231673.6,75980.8,155692.8
223768,Europe,Slovakia,Cereal,Online,L,11/22/2015,774726951,1/5/2016,7776,205.7,117.11,1599523.2,910647.36,688875.84
223950,Europe,Slovakia,Baby Food,Online,H,2/27/2015,451807010,4/14/2015,8589,255.28,159.42,2192599.92,1369258.38,823341.54
224041,Europe,Slovakia,Office Supplies,Offline,H,3/8/2015,115218102,4/8/2015,4452,651.21,524.96,2899186.92,2337121.92,562065.0
224087,Europe,Slovakia,Cosmetics,Online,C,9/11/2013,183765065,10/28/2013,9021,437.2,263.33,3943981.2,2375499.93,1568481.27
224385,Europe,Slovakia,Vegetables,Offline,C,8/23/2013,856942880,9/17/2013,7296,154.06,90.93,1124021.76,663425.28,460596.48
224486,Europe,Slovakia,Cosmetics,Offline,L,1/28/2014,439842212,2/10/2014,7940,437.2,263.33,3471368.0,2090840.2,1380527.8
224499,Europe,Slovakia,Cosmetics,Online,M,7/20/2010,354779279,8/16/2010,5927,437.2,263.33,2591284.4,1560756.91,1030527.49
224919,Europe,Slovakia,Personal Care,Online,M,1/20/2016,272012746,2/16/2016,3471,81.73,56.67,283684.83,196701.57,86983.26
224933,Europe,Slovakia,Personal Care,Online,H,12/28/2010,250732743,2/1/2011,6245,81.73,56.67,510403.85,353904.15,156499.7
224969,Europe,Slovakia,Snacks,Offline,H,4/25/2015,758096826,5/4/2015,6552,152.58,97.44,999704.16,638426.88,361277.28
225293,Europe,Slovakia,Beverages,Online,L,7/2/2015,446663606,7/3/2015,6542,47.45,31.79,310417.9,207970.18,102447.72
225923,Europe,Slovakia,Cereal,Offline,H,5/16/2011,265741956,5/23/2011,7805,205.7,117.11,1605488.5,914043.55,691444.95
226173,Europe,Slovakia,Beverages,Offline,M,5/15/2010,385078370,6/11/2010,2102,47.45,31.79,99739.9,66822.58,32917.32
226245,Europe,Slovakia,Cosmetics,Offline,H,5/20/2013,930690324,6/5/2013,804,437.2,263.33,351508.8,211717.32,139791.48
226634,Europe,Slovakia,Cosmetics,Online,L,4/17/2015,900926387,5/25/2015,2993,437.2,263.33,1308539.6,788146.69,520392.91
226697,Europe,Slovakia,Cosmetics,Online,L,9/17/2010,795752465,10/7/2010,9693,437.2,263.33,4237779.6,2552457.69,1685321.91
226751,Europe,Slovakia,Personal Care,Offline,M,5/8/2011,911763799,6/21/2011,24,81.73,56.67,1961.52,1360.08,601.44
226772,Europe,Slovakia,Personal Care,Online,C,4/9/2015,734323012,5/24/2015,1352,81.73,56.67,110498.96,76617.84,33881.12
227053,Europe,Slovakia,Beverages,Offline,C,3/16/2015,369196259,4/30/2015,2232,47.45,31.79,105908.4,70955.28,34953.12
227794,Europe,Slovakia,Household,Offline,L,6/9/2014,379244029,6/21/2014,5591,668.27,502.54,3736297.57,2809701.14,926596.43
227803,Europe,Slovakia,Personal Care,Offline,H,12/6/2011,709956967,1/1/2012,898,81.73,56.67,73393.54,50889.66,22503.88
227807,Europe,Slovakia,Clothes,Offline,L,5/10/2015,453427922,5/18/2015,8253,109.28,35.84,901887.84,295787.52,606100.32
228131,Europe,Slovakia,Office Supplies,Online,M,3/9/2010,590127027,3/29/2010,556,651.21,524.96,362072.76,291877.76,70195.0
228474,Europe,Slovakia,Personal Care,Online,M,9/1/2011,386896693,9/25/2011,184,81.73,56.67,15038.32,10427.28,4611.04
228650,Europe,Slovakia,Baby Food,Online,H,6/25/2012,932113826,8/8/2012,2050,255.28,159.42,523324.0,326811.0,196513.0
228893,Europe,Slovakia,Baby Food,Offline,M,7/13/2010,453921449,8/27/2010,4299,255.28,159.42,1097448.72,685346.58,412102.14
229164,Europe,Slovakia,Office Supplies,Online,H,1/7/2010,211851012,2/7/2010,277,651.21,524.96,180385.17,145413.92,34971.25
229437,Europe,Slovakia,Office Supplies,Online,C,3/10/2013,251127564,3/14/2013,3082,651.21,524.96,2007029.22,1617926.72,389102.5
229689,Europe,Slovakia,Meat,Online,C,5/23/2015,976772820,6/24/2015,7638,421.89,364.69,3222395.82,2785502.22,436893.6
230571,Europe,Slovakia,Household,Online,H,8/28/2014,194347989,10/3/2014,744,668.27,502.54,497192.88,373889.76,123303.12
230648,Europe,Slovakia,Baby Food,Online,H,8/7/2012,865130698,8/16/2012,254,255.28,159.42,64841.12,40492.68,24348.44
230774,Europe,Slovakia,Office Supplies,Online,M,4/15/2010,756969439,5/18/2010,2934,651.21,524.96,1910650.14,1540232.64,370417.5
231035,Europe,Slovakia,Office Supplies,Offline,H,6/2/2017,904703366,7/7/2017,685,651.21,524.96,446078.85,359597.6,86481.25
231177,Europe,Slovakia,Fruits,Offline,C,7/30/2010,787128198,8/30/2010,7580,9.33,6.92,70721.4,52453.6,18267.8
231389,Europe,Slovakia,Office Supplies,Online,M,1/6/2016,382922303,2/18/2016,4074,651.21,524.96,2653029.54,2138687.04,514342.5
231403,Europe,Slovakia,Cereal,Online,L,11/2/2011,328298795,11/10/2011,9764,205.7,117.11,2008454.8,1143462.04,864992.76
231639,Europe,Slovakia,Household,Offline,C,11/13/2010,686224782,12/31/2010,8017,668.27,502.54,5357520.59,4028863.18,1328657.41
231728,Europe,Slovakia,Vegetables,Offline,C,4/28/2017,654107367,6/17/2017,3761,154.06,90.93,579419.66,341987.73,237431.93
231771,Europe,Slovakia,Snacks,Offline,C,3/23/2016,697597348,4/17/2016,3412,152.58,97.44,520602.96,332465.28,188137.68
232189,Europe,Slovakia,Fruits,Offline,C,4/6/2015,159144532,4/17/2015,3258,9.33,6.92,30397.14,22545.36,7851.78
232214,Europe,Slovakia,Cosmetics,Offline,M,11/11/2013,846796405,12/22/2013,4729,437.2,263.33,2067518.8,1245287.57,822231.23
232361,Europe,Slovakia,Cereal,Offline,L,11/13/2014,509023034,12/1/2014,82,205.7,117.11,16867.4,9603.02,7264.38
232558,Europe,Slovakia,Fruits,Online,C,3/26/2017,625569522,4/9/2017,8778,9.33,6.92,81898.74,60743.76,21154.98
232626,Europe,Slovakia,Personal Care,Offline,C,9/28/2014,988202464,11/9/2014,9924,81.73,56.67,811088.52,562393.08,248695.44
232928,Europe,Slovakia,Clothes,Offline,C,7/17/2017,512898719,8/19/2017,6983,109.28,35.84,763102.24,250270.72,512831.52
233647,Europe,Slovakia,Vegetables,Offline,C,3/16/2013,326734960,4/13/2013,6990,154.06,90.93,1076879.4,635600.7,441278.7
234136,Europe,Slovakia,Clothes,Online,H,5/16/2017,527809226,6/24/2017,9334,109.28,35.84,1020019.52,334530.56,685488.96
234244,Europe,Slovakia,Household,Online,M,7/27/2017,132622420,8/4/2017,4776,668.27,502.54,3191657.52,2400131.04,791526.48
